m1,m2,n,obs,null,excess,acc_min,same_provider
google_gemini-1.5-pro-002,openai_gpt-4o-2024-08-06,266,0.7030075187969925,0.5331128458008155,0.16989467299617697,0.8159698423577793,False
google_gemini-1.5-pro-002,openai_gpt-4o-mini-2024-07-18,326,0.6503067484662577,0.5310918716593562,0.11921487680690145,0.6665524331734064,False
google_gemini-1.5-pro-002,qwen_qwen1.5-7b,310,0.5483870967741935,0.5184793511358976,0.029907745638295898,0.5407813570939,False
google_gemini-1.5-pro-002,qwen_qwen2.5-72b-instruct-turbo,256,0.7109375,0.541585247243565,0.16935225275643495,0.817340644276902,False
google_gemini-1.5-pro-002,writer_palmyra-x-v3,296,0.625,0.529752551259904,0.09524744874009608,0.7093899931459904,False
google_gemma-2-27b,google_text-unicorn@001,640,0.615625,0.5029836286568824,0.11264137134311758,0.6507882111034955,True
google_gemma-2-27b,meta_llama-3.1-405b-instruct-turbo,296,0.5777027027027027,0.5505312724062729,0.02717143029642987,0.6507882111034955,False
google_gemma-2-27b,meta_llama-3.1-70b-instruct-turbo,407,0.6044226044226044,0.5537643355825176,0.05065826884008687,0.6507882111034955,False
google_gemma-2-27b,meta_llama-3.1-8b-instruct-turbo,591,0.2876480541455161,0.5399283128978566,-0.2522802587523405,0.5092529129540782,False
google_gemma-2-27b,microsoft_phi-3-medium-4k-instruct,410,0.5707317073170731,0.5354388728599628,0.03529283445711029,0.6507882111034955,False
google_gemma-2-27b,mistralai_mistral-7b-v0.1,664,0.4141566265060241,0.5251082044579557,-0.1109515779519316,0.4986291980808773,False
google_gemma-2-27b,mistralai_mistral-large-2407,349,0.4871060171919771,0.5435116927195138,-0.056405675527536704,0.6507882111034955,False
google_gemma-2-27b,openai_gpt-3.5-turbo-0125,744,0.5591397849462365,0.4879980794295305,0.07114170551670605,0.570938999314599,False
google_gemma-2-27b,openai_gpt-4o-2024-08-06,403,0.5607940446650124,0.4978816262315025,0.0629124184335099,0.6507882111034955,False
