m1,m2,n,obs,pred_indep,excess,acc_min,same_provider
meta_llama-3.1-8b-instruct-turbo,openai_gpt-4o-mini-2024-07-18,546,0.3424908424908425,0.3675220660346518,-0.025031223543809322,0.5092529129540782,False
meta_llama-3.1-8b-instruct-turbo,qwen_qwen1.5-7b,591,0.3147208121827411,0.36055525097465885,-0.04583443879191773,0.5092529129540782,False
meta_llama-3.1-8b-instruct-turbo,qwen_qwen2.5-72b-instruct-turbo,331,0.4652567975830816,0.36958204334365324,0.09567475423942834,0.5092529129540782,False
meta_llama-3.1-8b-instruct-turbo,writer_palmyra-x-v3,477,0.34591194968553457,0.36838383086428944,-0.02247188117875487,0.5092529129540782,False
microsoft_phi-3-medium-4k-instruct,mistralai_mistral-7b-v0.1,392,0.5255102040816326,0.49044794169077155,0.035062262390861076,0.4986291980808773,False
microsoft_phi-3-medium-4k-instruct,mistralai_mistral-large-2407,329,0.6504559270516718,0.5423137309766979,0.10814219607497388,0.7268677176148046,False
microsoft_phi-3-medium-4k-instruct,openai_gpt-3.5-turbo-0125,440,0.5454545454545454,0.5463980950357624,-0.0009435495812170069,0.570938999314599,False
microsoft_phi-3-medium-4k-instruct,openai_gpt-4o-2024-08-06,289,0.657439446366782,0.5520613196471101,0.10537812671967184,0.7268677176148046,False
microsoft_phi-3-medium-4k-instruct,openai_gpt-4o-mini-2024-07-18,408,0.6642156862745098,0.5892925430210325,0.07492314325347726,0.6665524331734064,False
microsoft_phi-3-medium-4k-instruct,qwen_qwen1.5-7b,429,0.5804195804195804,0.5371344097443524,0.04328517067522797,0.5407813570939,False
microsoft_phi-3-medium-4k-instruct,qwen_qwen2.5-72b-instruct-turbo,293,0.689419795221843,0.6047148802159488,0.08470491500589428,0.7268677176148046,False
microsoft_phi-3-medium-4k-instruct,writer_palmyra-x-v3,386,0.6113989637305699,0.5957442780606933,0.0156546856698766,0.7093899931459904,False
mistralai_mistral-7b-v0.1,mistralai_mistral-large-2407,369,0.5420054200542005,0.46326200899371633,0.07874341106048416,0.4986291980808773,True
mistralai_mistral-7b-v0.1,openai_gpt-3.5-turbo-0125,698,0.5816618911174785,0.4658013668430335,0.11586052427444493,0.4986291980808773,False
mistralai_mistral-7b-v0.1,openai_gpt-4o-2024-08-06,321,0.470404984423676,0.4693223443223444,0.0010826401013316334,0.4986291980808773,False
mistralai_mistral-7b-v0.1,openai_gpt-4o-mini-2024-07-18,654,0.555045871559633,0.4924699868799248,0.0625758846797082,0.4986291980808773,False
mistralai_mistral-7b-v0.1,qwen_qwen1.5-7b,705,0.6156028368794326,0.4600418871252205,0.15556094975421214,0.4986291980808773,False
mistralai_mistral-7b-v0.1,qwen_qwen2.5-72b-instruct-turbo,309,0.5307443365695793,0.5020584644114057,0.028685872158173642,0.4986291980808773,False
mistralai_mistral-7b-v0.1,writer_palmyra-x-v3,546,0.5146520146520146,0.49648120228035364,0.01817081237166096,0.4986291980808773,False
mistralai_mistral-large-2407,openai_gpt-3.5-turbo-0125,416,0.5048076923076923,0.5095309677055104,-0.0047232753978181385,0.570938999314599,False
mistralai_mistral-large-2407,openai_gpt-4o-2024-08-06,295,0.6067796610169491,0.514214270432178,0.09256539058477109,0.7875257025359835,False
mistralai_mistral-large-2407,openai_gpt-4o-mini-2024-07-18,364,0.5714285714285714,0.54500328233096,0.026425289097611437,0.6665524331734064,False
mistralai_mistral-large-2407,qwen_qwen1.5-7b,388,0.5077319587628866,0.5018702009936766,0.005861757769209941,0.5407813570939,False
mistralai_mistral-large-2407,qwen_qwen2.5-72b-instruct-turbo,313,0.6773162939297125,0.5577570540411286,0.11955923988858386,0.7875257025359835,False
mistralai_mistral-large-2407,writer_palmyra-x-v3,330,0.5545454545454546,0.5503386575591357,0.0042067969863188726,0.7093899931459904,False
openai_gpt-3.5-turbo-0125,openai_gpt-4o-2024-08-06,376,0.5132978723404256,0.5177494517543859,-0.004451579413960349,0.570938999314599,True
openai_gpt-3.5-turbo-0125,openai_gpt-4o-mini-2024-07-18,725,0.6551724137931034,0.5491402116402117,0.10603220215289177,0.570938999314599,True
openai_gpt-3.5-turbo-0125,qwen_qwen1.5-7b,777,0.6499356499356499,0.5051641268004115,0.14477152313523844,0.5407813570939,False
openai_gpt-3.5-turbo-0125,qwen_qwen2.5-72b-instruct-turbo,356,0.5786516853932584,0.5621432461873639,0.01650843920589451,0.570938999314599,False
openai_gpt-3.5-turbo-0125,writer_palmyra-x-v3,617,0.6628849270664505,0.5545798627481796,0.10830506431827092,0.570938999314599,False
openai_gpt-4o-2024-08-06,openai_gpt-4o-mini-2024-07-18,399,0.6892230576441103,0.5548763212378773,0.13434673640623296,0.6665524331734064,True
openai_gpt-4o-2024-08-06,qwen_qwen1.5-7b,361,0.5152354570637119,0.5097313596491229,0.005504097414589015,0.5407813570939,False
openai_gpt-4o-2024-08-06,qwen_qwen2.5-72b-instruct-turbo,279,0.7060931899641577,0.5682249742002065,0.13786821576395125,0.8159698423577793,False
openai_gpt-4o-2024-08-06,writer_palmyra-x-v3,347,0.579250720461095,0.560460557333929,0.018790163127166082,0.7093899931459904,False
openai_gpt-4o-mini-2024-07-18,qwen_qwen1.5-7b,716,0.6480446927374302,0.5397573038877387,0.10828738884969147,0.5407813570939,False
openai_gpt-4o-mini-2024-07-18,qwen_qwen2.5-72b-instruct-turbo,346,0.6589595375722543,0.6082075264888565,0.050752011083397885,0.6665524331734064,False
openai_gpt-4o-mini-2024-07-18,writer_palmyra-x-v3,601,0.6156405990016639,0.5991214738155272,0.01651912518613674,0.6665524331734064,False
qwen_qwen1.5-7b,qwen_qwen2.5-72b-instruct-turbo,324,0.6111111111111112,0.5521949891067538,0.05891612200435736,0.5407813570939,True
qwen_qwen1.5-7b,writer_palmyra-x-v3,611,0.5613747954173486,0.5449604484257949,0.01641434699155364,0.5407813570939,False
qwen_qwen2.5-72b-instruct-turbo,writer_palmyra-x-v3,312,0.657051282051282,0.6151360346118646,0.041915247439417436,0.7093899931459904,False
