u_teamid,id,AME,lower,upper,error,z,p,AME_Z,lower_Z,upper_Z,inv_weight,DV,main_IV_type,main_IV_source,main_IV_measurement,main_IV_time,main_IV_effect,package,num_countries,team_size,Hresult,AME_sup_p05,AME_neg_p05,AME_ns_p05,countries,software,iv_type,Jobs,Unemp,IncDiff,OldAge,House,Health,Scale,Stock,Flow,ChangeFlow,main_IV_as_control,twowayfe,cluster_any,mlm_any,mlm_re,mlm_fe,hybrid_mlm,level_cyear,level_country,level_year,country_dummies_only,year_dummies_only,year_as_count,logit,ologit,lpm,listwise,multimpute,ols,mlogit,ml_glm,bayes,L2boots,weights,pseudo_pnl,stata,r,mplus,spss,mlwin,dichotomize,categorical,mmodel,unbalpanel,w1985,w1990,w1996,w2006,w2016,AU,AT,BE,BG,CA,CL,HR,CY,CZ,DK,FI,FR,DE,HU,IS,IN,IE,IL,IT,JP,KR,LV,LT,NT,NZ,NO,PH,PL,PT,RU,SK,SI,ES,SE,CH,UK,US,ZA,TW,TR,UY,VE,orig13,orig17,eeurope,allavailable,emigration_ivC,emplrate_ivC,socx_ivC,unemprate_ivC,gdp_ivC,unchange_ivC,poverty_ivC,fbunemprate_ivC,fbunempchange_ivC,fbeducrate_ivC,fbeducratechange_ivC,socxchg_ivC,gdpchange_ivC,ginin_ivC,mcp_ivC,regime_ivC,socialistdummy_ivC,targeting_ivC,socx_programspecific_ivC,conservatism_ivC,decomm_ivC,tradeunion10_ivC,subFB_ivC,socult_ivC,fract_ivC,antiimm_ivC,pop_ivC,age_iv,age2_iv,sex_iv,employed_iv,income_iv,occclass_iv,occstatus_iv,education_iv,married_iv,household_iv,reldenom_iv,relattend_iv,publice_iv,urban_iv,fb_iv,cuts_iv,taxes_iv,upol_iv,leftright_iv,trust_iv,efficacy_iv,fbXnet,netXcons,netXeduc,netXage,netXsex,netXunemp,netXinc,fbXeduc,fbXage,fbXsex,fbXunemp,fbXgini,fbXurban,fbXinc,squared_imm,fractXfb,fbXleftright,anynonlin,u_expgroup1,backgr_degree1,backgr_degree_other1,backgr_exp_teach_stat1,backgr_exp_famil_mlm1,belief_H1_11,belief_agecare_11,belief_unempl_11,belief_income_11,belief_housing_11,belief_labour_11,belief_health_11,belief_certainty_11,attitude_immigration_11,attitude_importance_11,belief_H1_21,belief_agecare_21,belief_unempl_21,belief_income_21,belief_housing_21,belief_labour_21,belief_health_21,belief_certainty_21,delib_success1,delib_changemind1,delib_learn1,delib_gooddifficulty1,delib_enjoy1,delib_notcontrolling1,belief_H1_31,belief_agecare_31,belief_unempl_31,belief_income_31,belief_housing_31,belief_labour_31,belief_health_31,belief_certainty_31,backgr_pub_immigration1,backgr_pub_statistics1,backgr_pub_mlm1,model_eval1,u_expgroup2,backgr_degree2,backgr_degree_other2,backgr_exp_teach_stat2,backgr_exp_famil_mlm2,belief_H1_12,belief_agecare_12,belief_unempl_12,belief_income_12,belief_housing_12,belief_labour_12,belief_health_12,belief_certainty_12,attitude_immigration_12,attitude_importance_12,belief_H1_22,belief_agecare_22,belief_unempl_22,belief_income_22,belief_housing_22,belief_labour_22,belief_health_22,belief_certainty_22,delib_success2,delib_changemind2,delib_learn2,delib_gooddifficulty2,delib_enjoy2,delib_notcontrolling2,belief_H1_32,belief_agecare_32,belief_unempl_32,belief_income_32,belief_housing_32,belief_labour_32,belief_health_32,belief_certainty_32,backgr_pub_immigration2,backgr_pub_statistics2,backgr_pub_mlm2,model_eval2,u_expgroup3,backgr_degree3,backgr_degree_other3,backgr_exp_teach_stat3,backgr_exp_famil_mlm3,belief_H1_13,belief_agecare_13,belief_unempl_13,belief_income_13,belief_housing_13,belief_labour_13,belief_health_13,belief_certainty_13,attitude_immigration_13,attitude_importance_13,belief_H1_23,belief_agecare_23,belief_unempl_23,belief_income_23,belief_housing_23,belief_labour_23,belief_health_23,belief_certainty_23,delib_success3,delib_changemind3,delib_learn3,delib_gooddifficulty3,delib_enjoy3,delib_notcontrolling3,belief_H1_33,belief_agecare_33,belief_unempl_33,belief_income_33,belief_housing_33,belief_labour_33,belief_health_33,belief_certainty_33,backgr_pub_immigration3,backgr_pub_statistics3,backgr_pub_mlm3,model_eval3,belief_strength,belief_1_avg,belief_2_avg,belief_ipred
18,t18m8,-0.113,-0.151,-0.074,0.038,-5.75356,1e-05,-0.0197941000149649,-0.0264505230288469,-0.0129625079744018,0.0833333333333333,Unemp,Flow,UN,Net Migration,1-year,Total,glm,18,3,No test,1.0,0.0,0.0,18,r,Flow,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,4.0,-99,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,6.0,3.0,6.0,4.0,5.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,0.0,0.0,1.0,5.25,0.0,4.0,-99,1.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,6.0,5.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,5.25,0.0,4.0,-99,2.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,5.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,5.25,3.0,2.66666666666667,3.0,0.201433323773797
18,t18m9,-0.005,-0.04,0.031,0.035,-0.27609,0.78248,-0.0008758451334055,-0.0070067610672442,0.0054302398271142,0.0833333333333333,IncDiff,Flow,UN,Net Migration,1-year,Total,glm,18,3,No test,0.0,0.0,1.0,18,r,Flow,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,4.0,-99,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,6.0,3.0,6.0,4.0,5.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,0.0,0.0,1.0,5.25,0.0,4.0,-99,1.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,6.0,5.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,5.25,0.0,4.0,-99,2.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,5.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,5.25,3.0,2.66666666666667,3.0,0.201433323773797
18,t18m10,-0.018,-0.042,0.005,0.024,-1.50125,0.13329,-0.0031530424802599,-0.0073570991206064,0.0008758451334055,0.0833333333333333,OldAge,Flow,UN,Net Migration,1-year,Total,glm,18,3,No test,0.0,0.0,1.0,18,r,Flow,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,4.0,-99,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,6.0,3.0,6.0,4.0,5.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,0.0,0.0,1.0,5.25,0.0,4.0,-99,1.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,6.0,5.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,5.25,0.0,4.0,-99,2.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,5.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,5.25,3.0,2.66666666666667,3.0,0.201433323773797
18,t18m11,0.039,0.005,0.072,0.034,2.28204,0.02249,0.0068315920405631,0.0008758451334055,0.0126121699210396,0.0833333333333333,House,Flow,UN,Net Migration,1-year,Total,glm,18,3,No test,0.0,1.0,0.0,18,r,Flow,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,4.0,-99,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,6.0,3.0,6.0,4.0,5.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,0.0,0.0,1.0,5.25,0.0,4.0,-99,1.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,6.0,5.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,5.25,0.0,4.0,-99,2.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,5.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,5.25,3.0,2.66666666666667,3.0,0.201433323773797
18,t18m12,0.144,0.114,0.174,0.03,9.40562,1e-05,0.0252243398420792,0.019969269041646,0.0304794106425123,0.0833333333333333,Health,Flow,UN,Net Migration,1-year,Total,glm,18,3,No test,0.0,1.0,0.0,18,r,Flow,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,4.0,-99,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,6.0,3.0,6.0,4.0,5.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,0.0,0.0,1.0,5.25,0.0,4.0,-99,1.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,6.0,5.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,5.25,0.0,4.0,-99,2.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,5.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,5.25,3.0,2.66666666666667,3.0,0.201433323773797
19,t19m1,0.00154,-0.00256,0.00564,0.0041,0.73684,0.46122,0.00154,-0.00256,0.00564,0.1,Scale_6,Stock,UN,"Immigrant, foreign-born",current,Total,reg,17,3,Support,0.0,0.0,1.0,17,stata,Stock,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,-99,1.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,,,,,,,5.0,5.0,3.0,5.0,2.0,4.0,1.0,,,,,,,,,0.0,0.0,1.0,3.78333330154419,1.0,3.0,-99,11.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,,3.0,2.0,3.0,2.0,5.0,2.0,5.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,3.78333330154419,1.0,3.0,-99,10.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,5.0,5.0,2.0,5.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,0.0,0.0,1.0,3.78333330154419,4.0,2.33333333333333,2.66666666666667,0.0372111017960138
19,t19m2,-0.0067,-0.01112,-0.00227,0.00442,-2.9646,0.00303,-0.0067,-0.01112,-0.00227,0.1,Scale_6,Stock,UN,"Immigrant, foreign-born",current,Total,reg,17,3,Support,1.0,0.0,0.0,17,stata,Stock,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,-99,1.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,,,,,,,5.0,5.0,3.0,5.0,2.0,4.0,1.0,,,,,,,,,0.0,0.0,1.0,3.78333330154419,1.0,3.0,-99,11.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,,3.0,2.0,3.0,2.0,5.0,2.0,5.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,3.78333330154419,1.0,3.0,-99,10.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,5.0,5.0,2.0,5.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,0.0,0.0,1.0,3.78333330154419,4.0,2.33333333333333,2.66666666666667,0.0372111017960138
19,t19m3,0.0053,0.00103,0.00956,0.00427,2.43119,0.01505,0.0053,0.00103,0.00956,0.1,Scale_6,Stock,UN,"Immigrant, foreign-born",current,Total,reg,17,3,Support,0.0,1.0,0.0,17,stata,Stock,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,-99,1.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,,,,,,,5.0,5.0,3.0,5.0,2.0,4.0,1.0,,,,,,,,,0.0,0.0,1.0,3.78333330154419,1.0,3.0,-99,11.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,,3.0,2.0,3.0,2.0,5.0,2.0,5.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,3.78333330154419,1.0,3.0,-99,10.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,5.0,5.0,2.0,5.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,0.0,0.0,1.0,3.78333330154419,4.0,2.33333333333333,2.66666666666667,0.0372111017960138
19,t19m4,-0.00676,-0.01131,-0.00222,0.00455,-2.91379,0.00357,-0.00676,-0.01131,-0.00222,0.1,Scale_6,Stock,UN,"Immigrant, foreign-born",current,Total,reg,17,3,Support,1.0,0.0,0.0,17,stata,Stock,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,-99,1.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,,,,,,,5.0,5.0,3.0,5.0,2.0,4.0,1.0,,,,,,,,,0.0,0.0,1.0,3.78333330154419,1.0,3.0,-99,11.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,,3.0,2.0,3.0,2.0,5.0,2.0,5.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,3.78333330154419,1.0,3.0,-99,10.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,5.0,5.0,2.0,5.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,0.0,0.0,1.0,3.78333330154419,4.0,2.33333333333333,2.66666666666667,0.0372111017960138
19,t19m5,-0.02785,-0.05632,0.00062,0.02847,-1.91672,0.05527,-0.0048784573930687,-0.0098655195826798,0.0001086047965422,0.1,Scale_6,Flow,UN,Net Migration,1-year,Total,reg,17,3,Support,0.0,0.0,1.0,17,stata,Flow,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,-99,1.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,,,,,,,5.0,5.0,3.0,5.0,2.0,4.0,1.0,,,,,,,,,0.0,0.0,1.0,3.78333330154419,1.0,3.0,-99,11.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,,3.0,2.0,3.0,2.0,5.0,2.0,5.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,3.78333330154419,1.0,3.0,-99,10.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,5.0,5.0,2.0,5.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,0.0,0.0,1.0,3.78333330154419,4.0,2.33333333333333,2.66666666666667,0.0372111017960138
19,t19m6,-0.02605,-0.05449,0.00239,0.02844,-1.79531,0.0726,-0.0045631531450427,-0.0095449602638534,0.0004186539737678,0.1,Scale_6,Flow,UN,Net Migration,1-year,Total,reg,17,3,Support,0.0,0.0,1.0,17,stata,Flow,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,-99,1.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,,,,,,,5.0,5.0,3.0,5.0,2.0,4.0,1.0,,,,,,,,,0.0,0.0,1.0,3.78333330154419,1.0,3.0,-99,11.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,,3.0,2.0,3.0,2.0,5.0,2.0,5.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,3.78333330154419,1.0,3.0,-99,10.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,5.0,5.0,2.0,5.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,0.0,0.0,1.0,3.78333330154419,4.0,2.33333333333333,2.66666666666667,0.0372111017960138
19,t19m7,0.08515,0.04088,0.12941,0.04427,3.77104,0.00016,0.0149156426218961,0.0071609098107235,0.0226686237428018,0.1,Scale_6,Flow,UN,Net Migration,1-year,Total,reg,17,3,Support,0.0,1.0,0.0,17,stata,Flow,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,-99,1.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,,,,,,,5.0,5.0,3.0,5.0,2.0,4.0,1.0,,,,,,,,,0.0,0.0,1.0,3.78333330154419,1.0,3.0,-99,11.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,,3.0,2.0,3.0,2.0,5.0,2.0,5.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,3.78333330154419,1.0,3.0,-99,10.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,5.0,5.0,2.0,5.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,0.0,0.0,1.0,3.78333330154419,4.0,2.33333333333333,2.66666666666667,0.0372111017960138
